REG1,SLEAK,SSLEEP,BBFSLEEP,LNAOUT,IDD1,IDD2,IDD3,LNA_GAIN,LNA_NF,LNA_IIP3
87,1.51E-08,0.00000203,6.92E-10,0.00831,0.0564,0.00884,0.00239,16.5,1.45,10.6
87,-0.000000144,0.00000143,-1.43E-08,0.00956,0.0568,0.00672,0.00273,16.5,1.14,11.1
87,-0.000000168,0.00000143,1.08E-08,0.00944,0.0581,0.00751,0.00268,16.4,1.44,11.2
87,-9.26E-09,0.00000203,6.92E-10,0.00951,0.083,0.0073,0.00259,16.7,1.22,10.8
87,-0.000000119,0.00000206,1.08E-08,0.00917,0.0575,0.00696,0.00267,16.4,1.34,11.2
87,-9.48E-08,0.00000143,1.08E-08,0.00961,0.0583,0.0073,0.00272,16.5,1.33,11.1
87,-3.36E-08,0.00000265,6.92E-10,0.00919,0.0563,0.00675,0.00261,16.7,1.19,10.6
87,-0.000000119,0.000000814,1.08E-08,0.00993,0.059,0.00728,0.00281,16.5,1.2,11.1
87,-9.48E-08,0.00000143,1.08E-08,0.00966,0.0585,0.00759,0.00279,16.5,1.26,11.2
87,1.51E-08,0.00000203,6.92E-10,0.00925,0.0564,0.00693,0.00258,16.7,1.24,10.7
87,-0.000000144,0.00000143,1.08E-08,0.00972,0.0577,0.00716,0.00277,16.5,1.35,11.1
87,-0.000000144,0.00000143,1.08E-08,0.00903,0.0551,0.00605,0.00257,16.4,1.35,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00954,0.0567,0.00739,0.00273,16.8,1.33,10.8
87,-9.48E-08,0.00000143,1.08E-08,0.00915,0.0561,0.00648,0.00262,16.5,1.77,11.2
87,-0.000000144,0.00000143,1.08E-08,0.00956,0.0574,0.00709,0.00272,16.6,1.34,10.9
87,-8.24E-08,0.00000203,6.92E-10,0.0097,0.0575,0.00719,0.00273,16.8,1.59,10.7
87,-0.000000144,0.00000143,1.08E-08,0.00981,0.0568,0.00668,0.0028,16.6,1.88,11.1
87,-9.48E-08,0.00000206,1.08E-08,0.00976,0.0579,0.0076,0.00279,16.6,1.28,11
87,-9.26E-09,0.00000203,6.92E-10,0.00914,0.0553,0.0066,0.00264,16.7,1.21,10.8
87,-0.000000168,0.00000206,1.08E-08,0.00897,0.056,0.00699,0.0026,16.4,1.22,11.2
87,-0.000000144,0.00000143,1.08E-08,0.00991,0.0584,0.00714,0.00277,16.7,1.15,10.7
87,-8.24E-08,0.00000203,6.92E-10,0.00951,0.0578,0.0074,0.00266,16.7,1.21,10.9
87,-0.000000144,0.00000143,1.08E-08,0.01,0.0575,0.007,0.00287,16.6,1.29,11
87,-0.000000144,0.00000143,1.08E-08,0.00972,0.0576,0.00711,0.0028,16.6,1.22,11
87,-9.26E-09,0.00000203,6.92E-10,0.00948,0.0569,0.00719,0.00268,16.8,1.08,10.6
87,-0.000000119,0.00000143,1.08E-08,0.0099,0.0573,0.00722,0.00284,16.6,1.49,10.9
87,-0.000000144,0.00000206,1.08E-08,0.00926,0.0574,0.00726,0.00262,16.6,1.44,11
87,-3.36E-08,0.00000141,6.92E-10,0.01,0.0598,0.00782,0.00276,16.7,1.1,10.9
87,-0.000000168,0.00000206,1.08E-08,0.0094,0.0571,0.00697,0.00264,16.5,1.4,11
87,-0.000000144,0.00000143,1.08E-08,0.0103,0.0583,0.00701,0.00289,16.7,1.15,11
87,-0.000000058,0.00000141,6.92E-10,0.00988,0.0589,0.00793,0.00278,16.7,1.35,11.1
87,-0.000000119,0.00000143,1.08E-08,0.00955,0.0569,0.00643,0.00269,16.6,1.23,11
87,-0.000000144,0.00000143,1.08E-08,0.0095,0.0579,0.00736,0.0027,16.5,1.51,10.9
87,-3.36E-08,0.00000203,6.92E-10,0.00983,0.057,0.00676,0.00277,16.8,1.22,10.6
87,-9.48E-08,0.00000206,-1.43E-08,0.00977,0.0576,0.0067,0.00282,16.6,1.34,10.9
87,-0.000000168,0.00000143,1.08E-08,0.00933,0.0594,0.00758,0.0027,16.5,1.27,11
87,-3.36E-08,0.00000265,6.92E-10,0.00952,0.0576,0.00762,0.00267,16.8,1.38,10.6
87,-0.000000119,0.00000206,1.08E-08,0.00995,0.0596,0.00736,0.00279,16.6,1.37,10.9
87,-0.000000119,0.00000206,1.08E-08,0.00944,0.0592,0.00767,0.00268,16.5,1.46,11
87,-3.36E-08,0.00000265,6.92E-10,0.00936,0.0563,0.00672,0.00258,16.7,1.11,10.7
87,-0.000000119,0.000000814,1.08E-08,0.00933,0.058,0.00747,0.00264,16.5,1.41,11
87,-0.000000046,0.00000143,1.08E-08,0.00939,0.0567,0.00661,0.0027,16.6,1.14,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00955,0.0561,0.00702,0.00266,17,1.14,10.4
87,-0.000000168,0.00000206,1.08E-08,0.00955,0.0565,0.00659,0.00275,16.8,1.21,10.5
87,-9.48E-08,0.00000143,1.08E-08,0.00961,0.0562,0.00629,0.00273,16.9,1.19,10.5
87,-3.36E-08,0.00000203,6.92E-10,0.00921,0.0569,0.00697,0.00258,16.9,1.31,10.4
87,-9.48E-08,0.00000143,1.08E-08,0.00927,0.0561,0.00656,0.00267,16.9,1.61,10.3
87,-0.000000119,0.00000206,1.08E-08,0.00956,0.0565,0.00718,0.00271,16.8,1.24,10.6
87,-9.26E-09,0.00000265,6.92E-10,0.00896,0.0559,0.00705,0.00253,16.9,1.22,10.4
87,-9.48E-08,0.00000143,1.08E-08,0.00902,0.0563,0.00742,0.00257,16.8,1.25,10.5
87,-0.000000144,0.00000143,1.08E-08,0.00927,0.0577,0.00725,0.0027,16.8,1.39,10.6
87,1.51E-08,0.00000203,6.92E-10,0.0097,0.0583,0.00736,0.00273,16.9,1.3,10.5
87,-0.000000168,0.000000814,1.08E-08,0.0102,0.0574,0.00669,0.00289,16.9,1.2,10.5
87,-0.000000168,0.00000143,1.08E-08,0.00926,0.056,0.00647,0.00261,16.8,1.36,10.3
87,1.51E-08,0.00000203,6.92E-10,0.00937,0.0568,0.00731,0.00266,17,1.4,10.4
87,-0.000000144,0.00000143,1.08E-08,0.00947,0.0577,0.00697,0.00262,16.7,1.1,10.5
87,-7.04E-08,0.00000143,1.08E-08,0.00964,0.0571,0.00694,0.00274,16.8,1.3,10.6
87,-3.36E-08,0.00000203,6.92E-10,0.00909,0.0575,0.00756,0.00254,17,1.1,10.4
87,-0.000000119,0.00000206,1.08E-08,0.00985,0.0572,0.00674,0.00277,16.9,1.05,10.5
87,-9.48E-08,0.00000143,1.08E-08,0.00978,0.0575,0.00702,0.00279,16.9,1.19,10.6
87,1.51E-08,0.00000203,6.92E-10,0.00901,0.0558,0.00685,0.00249,16.9,1.12,10.2
87,-0.000000144,0.00000206,1.08E-08,0.00955,0.0565,0.00648,0.00266,16.8,1.29,10.5
87,-0.000000119,0.00000143,1.08E-08,0.01,0.0578,0.00678,0.00286,16.9,1.13,10.3
87,-3.36E-08,0.00000203,6.92E-10,0.00907,0.0561,0.00707,0.0026,16.9,0.959,10.2
87,-0.000000144,0.000000814,1.08E-08,0.00966,0.0583,0.00724,0.00274,16.8,1.26,10.4
87,-0.000000144,0.00000143,1.08E-08,0.0101,0.0584,0.0069,0.00287,16.8,1.36,10.9
87,-9.26E-09,0.00000265,6.92E-10,0.00882,0.0558,0.00688,0.00251,16.8,1.14,10.5
87,-9.48E-08,0.00000143,-1.43E-08,0.01,0.0594,0.00727,0.00279,16.8,1.3,10.7
87,-9.48E-08,0.00000143,1.08E-08,0.00998,0.0583,0.00703,0.00287,16.9,1.15,10.6
87,3.95E-08,0.00000265,6.92E-10,0.0093,0.0768,0.0301,0.00258,16.9,1.09,10.3
87,-0.000000119,0.00000143,1.08E-08,0.0102,0.0586,0.00722,0.00287,16.9,1.2,10.5
87,-0.000000046,0.00000143,1.08E-08,0.00957,0.0565,0.00634,0.00275,16.9,1.11,10.6
84,1.51E-08,0.0000225,6.92E-10,0.000152,0.000234,0.000628,9.86E-08,-18.2,22.6,13
87,-0.000000144,0.00000143,1.08E-08,0.00914,0.0565,0.0073,0.00262,16.7,1.3,10.4
87,-9.48E-08,0.00000206,1.08E-08,0.00961,0.0569,0.00686,0.00273,16.9,1.46,10.3
87,1.51E-08,0.00000265,6.92E-10,0.00956,0.0566,0.0068,0.00265,17.1,1.07,10.1
87,-0.000000168,0.00000206,1.08E-08,0.00957,0.0573,0.0068,0.00276,16.9,1.16,10.5
255,-9.48E-08,0.000597,1.08E-08,-0.0000363,0.000722,0.000651,-0.00000133,-18.5,23.2,12.9
87,-9.26E-09,0.00000203,6.92E-10,0.00915,0.0563,0.00725,0.00262,16.9,1.33,10.6
87,-9.48E-08,0.00000143,1.08E-08,0.00967,0.0571,0.00616,0.00272,16.9,1.13,10.5
87,-9.48E-08,0.00000206,1.08E-08,0.0102,0.0588,0.00693,0.00289,16.9,1.28,10.5
87,-9.26E-09,0.00000203,6.92E-10,0.0094,0.0564,0.00734,0.0026,17,1.25,10.3
87,-0.000000119,0.00000143,1.08E-08,0.00995,0.0579,0.00666,0.00288,16.8,1.28,10.7
87,-9.48E-08,0.00000143,1.08E-08,0.00981,0.059,0.00714,0.00285,16.9,1.21,10.5
87,-9.26E-09,0.00000203,6.92E-10,0.00937,0.0564,0.00679,0.0026,16.9,1.27,10.4
87,-0.000000119,0.00000143,1.08E-08,0.00981,0.0586,0.00688,0.00278,16.8,1.2,10.6
87,-0.000000144,0.00000143,1.08E-08,0.00976,0.0577,0.00711,0.00276,16.8,1.21,10.5
87,-9.26E-09,0.00000203,6.92E-10,0.00924,0.0605,0.00848,0.0026,16.8,0.989,10.4
87,-0.000000119,0.00000143,1.08E-08,0.00958,0.057,0.00683,0.00272,16.8,1.19,10.6
87,-0.000000144,0.00000143,1.08E-08,0.00963,0.0584,0.00735,0.00273,16.8,1.14,10.6
87,-9.26E-09,0.00000141,6.92E-10,0.00952,0.0569,0.00617,0.00272,16.9,1.22,10.5
87,-9.48E-08,0.00000143,1.08E-08,0.00938,0.0575,0.00687,0.00267,16.8,1.13,10.5
87,-0.000000119,0.00000143,1.08E-08,0.0097,0.0567,0.00651,0.00272,16.8,1.38,10.8
87,-8.24E-08,0.00000203,6.92E-10,0.0091,0.0556,0.00684,0.0026,16.9,1.11,10.6
87,-7.04E-08,0.00000206,1.08E-08,0.00962,0.0571,0.00666,0.0028,16.8,1.27,10.6
87,-0.000000119,0.00000143,1.08E-08,0.00984,0.0577,0.00706,0.0028,16.9,1.48,10.4
87,-9.26E-09,0.00000203,6.92E-10,0.00971,0.0579,0.0069,0.00276,16.9,1.12,10.8
87,-9.48E-08,0.00000206,1.08E-08,0.0105,0.0604,0.00741,0.00292,16.8,1.25,10.8
255,-0.000000144,0.0000759,1.08E-08,-0.0000363,0.000146,0.000651,-0.00000133,-18.6,23,15.4
87,-0.000000119,0.00000143,1.08E-08,0.00979,0.0573,0.00708,0.00276,16.8,1.2,10.5
87,-9.26E-09,0.00000141,6.92E-10,0.00893,0.0556,0.00707,0.0025,16.9,0.93,10.5
87,-3.36E-08,0.00000203,6.92E-10,0.00938,0.0557,0.00684,0.00266,17,1.05,10.3
87,-9.48E-08,0.00000143,1.08E-08,0.00943,0.0583,0.00752,0.00272,16.8,1.17,10.7
255,-0.000000119,0.000377,1.08E-08,-0.0000288,0.000556,0.000651,0.00000244,-18.4,22.7,15.3
87,-0.000000119,0.000000194,-1.43E-08,0.00975,0.0564,0.00657,0.00277,16.8,1.23,10.6
87,-3.36E-08,0.00000203,6.92E-10,0.00897,0.0559,0.00706,0.00257,16.8,1.07,10.4
87,-9.48E-08,0.00000206,1.08E-08,0.00963,0.0579,0.00692,0.00276,16.8,1.34,10.7
87,-7.04E-08,0.00000143,1.08E-08,0.00958,0.0588,0.00742,0.00276,16.7,1.34,10.9
255,-3.36E-08,0.00000265,6.92E-10,0.00286,0.0298,0.000809,0.00137,-56.2,         -INF,-6.64
87,-0.000000192,0.00000143,1.08E-08,0.00953,0.0571,0.00676,0.00276,16.8,1.23,10.6
87,-0.000000168,0.00000143,1.08E-08,0.00957,0.058,0.00718,0.00276,16.7,1.35,10.6
87,1.51E-08,0.00000203,6.92E-10,0.00916,0.0574,0.007,0.00262,16.8,0.939,10.4
87,-9.48E-08,0.00000143,1.08E-08,0.00942,0.057,0.00662,0.00269,16.8,1.33,10.6
87,-0.000000119,0.00000143,1.08E-08,0.00962,0.0563,0.00651,0.00275,16.8,1.22,10.6
87,-3.36E-08,0.00000203,6.92E-10,0.00941,0.0576,0.00676,0.00266,16.8,1.42,10.7
87,-0.000000144,0.00000143,1.08E-08,0.00914,0.0562,0.00688,0.00268,16.7,1.16,10.5
87,-0.000000119,0.00000206,-1.43E-08,0.00965,0.0567,0.00664,0.00279,16.8,1.32,10.6
87,1.51E-08,0.00000141,6.92E-10,0.00903,0.0556,0.0066,0.00256,16.9,1.12,10.3
87,-9.48E-08,0.00000143,1.08E-08,0.00936,0.0567,0.00713,0.00265,16.7,1.18,10.7
87,-0.000000119,0.00000206,1.08E-08,0.00942,0.0558,0.00648,0.00271,16.8,1.24,10.5
87,-0.000000058,0.00000265,6.92E-10,0.00933,0.0552,0.00679,0.00265,16.9,0.894,10.3
87,-9.48E-08,0.00000143,1.08E-08,0.00933,0.0564,0.00697,0.00268,16.8,1.08,10.5
87,-7.04E-08,0.00000206,1.08E-08,0.00975,0.0606,0.00773,0.00281,16.7,1.32,10.6
87,3.95E-08,0.00000203,6.92E-10,0.00902,0.0553,0.0065,0.00259,16.9,1.19,10.3
87,-0.000000144,0.00000206,1.08E-08,0.00967,0.0602,0.0079,0.00276,16.8,1.18,10.7
87,-0.000000144,0.00000143,1.08E-08,0.00978,0.0601,0.00795,0.0028,16.7,1.23,10.8
87,-8.24E-08,0.00000203,6.92E-10,0.00862,0.0559,0.00697,0.00242,16.8,1.19,10.4
87,-0.000000144,0.00000143,1.08E-08,0.00938,0.0563,0.00657,0.00271,16.7,1.12,10.8
87,-0.000000144,0.00000268,1.08E-08,0.00906,0.0564,0.00652,0.00266,16.8,1.35,10.1
87,1.51E-08,0.00000265,6.92E-10,0.00947,0.0571,0.00686,0.00261,16.8,1.28,10.4
87,-0.000000144,0.00000143,1.08E-08,0.00947,0.0576,0.00724,0.00267,16.9,1.13,10.1
87,-0.000000168,0.00000206,1.08E-08,0.0094,0.056,0.00645,0.00266,16.7,1.25,10.6
87,-8.24E-08,0.00000265,6.92E-10,0.00934,0.0564,0.00729,0.00263,17,1.12,10.4
87,-9.48E-08,0.00000143,1.08E-08,0.00978,0.057,0.00662,0.0028,16.8,1.25,10.7
87,-7.04E-08,0.00000143,1.08E-08,0.00981,0.0567,0.00659,0.00278,16.8,1.35,10.5
87,-9.26E-09,0.00000203,6.92E-10,0.00958,0.0556,0.0066,0.00267,17,1.27,10.4
87,-9.48E-08,0.00000143,1.08E-08,0.0095,0.0563,0.00673,0.00271,16.8,1.25,10.5
87,-9.48E-08,0.00000206,1.08E-08,0.0101,0.0583,0.00723,0.00284,16.9,1.1,10.4
87,3.95E-08,0.00000203,6.92E-10,0.00932,0.0561,0.0068,0.0026,17,1.12,10.1
87,-0.000000168,0.00000143,1.08E-08,0.00947,0.0581,0.0074,0.00272,16.7,1.03,10.5
87,-0.000000168,0.00000206,1.08E-08,0.00991,0.0567,0.00661,0.00284,16.8,1.1,10.4
87,-9.26E-09,0.00000203,6.92E-10,0.00939,0.0577,0.00711,0.0027,16.8,0.995,10.3
87,-0.000000144,0.00000143,1.08E-08,0.00909,0.0562,0.00697,0.00262,16.7,1.27,10.5
87,-0.000000144,0.00000206,1.08E-08,0.00985,0.0579,0.0069,0.00285,16.8,1.1,10.5
87,3.95E-08,0.00000203,6.92E-10,0.00943,0.0582,0.0077,0.00266,16.9,1.35,10.5
87,-7.04E-08,0.00000143,1.08E-08,0.00925,0.0577,0.00732,0.00264,16.7,1.27,10.5
87,-0.000000144,0.00000143,1.08E-08,0.00932,0.0576,0.00713,0.00268,16.7,1.32,10.7
87,3.95E-08,0.00000203,6.92E-10,0.00963,0.0555,0.00613,0.00275,16.9,1.23,10.4
87,-9.48E-08,0.00000206,1.08E-08,0.00995,0.0581,0.00742,0.00282,16.8,1.09,10.6
87,-0.000000168,0.00000206,1.08E-08,0.0093,0.0563,0.00672,0.00269,16.8,1.29,10.4
87,-3.36E-08,0.00000265,6.92E-10,0.00935,0.0557,0.00682,0.00263,17,1.2,10.4
87,-0.000000144,0.00000143,1.08E-08,0.00949,0.0568,0.00701,0.00264,16.8,1.12,10.3
87,-0.000000217,0.00000143,1.08E-08,0.00953,0.0568,0.00708,0.00269,16.7,1.33,10.5
87,-9.26E-09,0.00000203,6.92E-10,0.00927,0.056,0.00651,0.00262,17,1.13,10.2
87,-0.000000119,0.00000206,1.08E-08,0.00904,0.056,0.00672,0.00261,16.7,1.27,10.5
87,-0.000000168,0.00000143,1.08E-08,0.00978,0.0561,0.00676,0.00274,16.8,1.19,10.5
87,1.51E-08,0.00000203,6.92E-10,0.00921,0.0547,0.00621,0.00259,16.9,0.89,10.3
87,-0.000000119,0.00000206,1.08E-08,0.00968,0.0558,0.00625,0.00281,16.8,1.16,10.6
87,-0.000000168,0.00000143,1.08E-08,0.00965,0.0578,0.00694,0.00271,16.8,1.23,10.4
87,-3.36E-08,0.00000203,6.92E-10,0.00924,0.0576,0.00687,0.00263,16.8,1.31,10.5
87,-0.000000119,0.00000206,1.08E-08,0.0102,0.0579,0.00666,0.00284,16.9,1.2,10.5
87,-0.000000119,0.00000206,1.08E-08,0.0092,0.0564,0.00694,0.00263,16.8,1.19,10.3
87,-3.36E-08,0.00000141,6.92E-10,0.00932,0.0561,0.00657,0.00259,16.9,1.22,10.4
87,-0.000000144,0.00000206,1.08E-08,0.00944,0.0563,0.00653,0.0027,16.7,0.86,10.4
87,-0.000000144,0.00000206,1.08E-08,0.00956,0.0583,0.00714,0.00272,16.8,1.21,10.5
87,-3.36E-08,0.00000203,6.92E-10,0.00958,0.0562,0.00664,0.00272,17,1.22,10.4
87,-0.000000168,0.00000143,-1.43E-08,0.00949,0.0597,0.0079,0.00275,16.6,1.29,10.7
87,-0.000000144,0.00000143,1.08E-08,0.00947,0.0562,0.0065,0.00269,16.8,1.05,10.5
87,-9.26E-09,0.00000141,6.92E-10,0.00936,0.0565,0.0072,0.00264,16.9,1.23,10.5
87,-0.000000144,0.00000206,1.08E-08,0.00952,0.0567,0.00707,0.00276,16.9,1.06,10.3
87,-7.04E-08,0.000000814,1.08E-08,0.00945,0.0567,0.00648,0.00273,16.7,1.18,10.9
87,-9.26E-09,0.00000141,6.92E-10,0.00958,0.0575,0.00725,0.00273,17,1.09,10.4
87,-0.000000144,0.00000206,1.08E-08,0.00979,0.0584,0.0075,0.00279,16.8,1.15,10.8
87,-0.000000119,0.00000206,1.08E-08,0.0091,0.0565,0.0072,0.00263,16.8,0.896,10.3
87,1.51E-08,0.00000141,6.92E-10,0.00969,0.0575,0.00733,0.00272,17,1.17,10.5
87,-0.000000119,0.00000143,1.08E-08,0.00898,0.0558,0.00686,0.00262,16.7,1.31,10.3
87,-0.000000144,0.000000814,1.08E-08,0.00936,0.0578,0.00711,0.0027,16.6,1.2,10.9
87,-9.26E-09,0.00000141,6.92E-10,0.00933,0.0581,0.00696,0.00263,16.9,1.18,10.4
87,-0.000000192,0.00000143,1.08E-08,0.00939,0.0585,0.00753,0.00267,16.7,1.09,10.8
87,-0.000000119,0.00000206,1.08E-08,0.00917,0.0567,0.007,0.0027,16.8,1.18,10.3
87,-8.24E-08,0.00000203,6.92E-10,0.00905,0.0553,0.00662,0.00258,17,0.945,10.3
87,-0.000000144,0.00000143,1.08E-08,0.00978,0.0574,0.00709,0.00274,16.9,1.08,10.5
87,-0.000000119,0.00000206,1.08E-08,0.00963,0.0586,0.00688,0.00272,16.7,1.12,10.9
87,-0.000000058,0.00000203,6.92E-10,0.00973,0.0565,0.00669,0.00272,17,1.29,10.4
87,-0.000000144,0.00000143,1.08E-08,0.0101,0.0588,0.00754,0.00288,16.9,1.13,10.7
87,-9.48E-08,0.00000143,1.08E-08,0.00959,0.0579,0.00738,0.00274,16.8,0.993,10.6
87,-3.36E-08,0.00000265,6.92E-10,0.00876,0.0545,0.00687,0.00243,16.9,1.15,10
87,-0.000000119,0.00000143,1.08E-08,0.00992,0.0598,0.00756,0.0028,16.8,1.18,10.8
87,-0.000000168,0.00000143,1.08E-08,0.00955,0.0564,0.00651,0.00271,16.9,0.861,10.8
255,-0.000000058,0.00000265,6.92E-10,0.00342,0.0311,0.000802,0.0018,-46.2,         -INF,4.98
87,-7.04E-08,0.00000206,1.08E-08,0.00998,0.0574,0.00657,0.00282,16.9,1.35,10.5
87,-9.48E-08,0.00000206,1.08E-08,0.00952,0.0575,0.00701,0.00271,16.8,1.15,10.3
87,-9.26E-09,0.00000203,6.92E-10,0.00897,0.0564,0.00719,0.00257,16.9,1.15,10.3
87,-0.000000144,0.00000206,1.08E-08,0.00953,0.0568,0.00639,0.00269,16.9,1.05,10.3
87,-0.000000119,0.00000143,1.08E-08,0.0102,0.0583,0.00695,0.00286,16.9,1.18,10.5
87,-9.26E-09,0.00000265,6.92E-10,0.00928,0.057,0.00683,0.0026,16.9,0.897,10.2
87,-9.48E-08,0.00000206,1.08E-08,0.00973,0.0448,0.00676,0.00279,16.9,1.09,10.6
87,-0.000000144,0.00000206,1.08E-08,0.00959,0.0565,0.00666,0.00274,16.8,1.2,10.8
87,-9.26E-09,0.00000141,6.92E-10,0.00928,0.057,0.0071,0.00261,16.8,1.24,10.7
87,-9.48E-08,0.000000814,1.08E-08,0.0103,0.0572,0.00637,0.00287,17,1.28,10.7
87,-0.000000119,0.00000206,1.08E-08,0.00941,0.0562,0.00707,0.00272,16.8,1.24,10.3
87,3.95E-08,0.00000141,6.92E-10,0.00914,0.0555,0.00644,0.0026,17,1.12,10.3
87,-0.000000119,0.00000143,1.08E-08,0.00921,0.0546,0.00625,0.00262,16.8,1.11,10.2
87,-0.000000119,0.00000206,1.08E-08,0.00957,0.0561,0.00654,0.00272,16.8,1.32,10.4
87,-9.26E-09,0.00000203,6.92E-10,0.00905,0.0562,0.0075,0.00257,16.9,1.13,10.5
87,-0.000000144,0.00000143,1.08E-08,0.00929,0.0568,0.00709,0.00265,16.7,1.27,10.7
87,-7.04E-08,0.00000143,1.08E-08,0.00906,0.0565,0.00658,0.0026,16.8,1.04,10.5
87,1.51E-08,0.00000203,6.92E-10,0.00929,0.058,0.0069,0.00261,16.9,1.18,10.6
87,-0.000000144,0.00000143,1.08E-08,0.00962,0.0571,0.00701,0.00273,16.8,1.17,10.6
87,-0.000000119,0.00000206,1.08E-08,0.00961,0.0599,0.00799,0.00268,16.7,1.15,10.8
87,1.51E-08,0.00000203,6.92E-10,0.00912,0.0559,0.00714,0.00258,16.9,1.16,10.4
87,-9.48E-08,0.00000143,-1.43E-08,0.00961,0.0579,0.00716,0.00276,16.7,1.17,10.7
87,-0.000000119,0.00000143,1.08E-08,0.00913,0.0577,0.00707,0.00261,16.7,1.24,10.6
87,-0.000000058,0.00000265,6.92E-10,0.00886,0.0562,0.00669,0.00251,16.7,1.19,10.6
87,-0.000000168,0.00234,1.08E-08,0.00952,0.0608,0.00747,0.00273,16.7,1.24,10.6
87,-0.000000168,0.00000206,1.08E-08,0.00938,0.0568,0.00713,0.00271,16.8,1.24,10.5
87,-9.26E-09,0.00000141,6.92E-10,0.00914,0.0559,0.00673,0.0026,16.8,1.2,10.4
87,-0.000000144,0.00000143,1.08E-08,0.00974,0.0563,0.00689,0.00277,16.8,1.08,10.5
87,-0.000000119,0.00000143,1.08E-08,0.00951,0.0571,0.00651,0.00273,16.8,0.984,10.5
87,-3.36E-08,0.00000203,6.92E-10,0.00955,0.0559,0.00666,0.00271,17,0.998,10.6
87,-0.000000119,0.00000143,1.08E-08,0.00956,0.0572,0.0066,0.00271,16.8,1.24,10.7
87,-0.000000144,0.00000143,1.08E-08,0.00949,0.0565,0.00671,0.00266,16.8,1.17,10.4
87,-0.000000058,0.00000203,6.92E-10,0.00911,0.0564,0.00685,0.00259,16.9,1.07,10.2
87,-0.000000144,0.00000206,1.08E-08,0.00922,0.0563,0.0067,0.00264,16.8,1.14,10.6
87,-0.000000119,0.00000206,1.08E-08,0.00922,0.0568,0.007,0.00261,16.8,1.02,10.5
87,-0.000000058,0.00000203,6.92E-10,0.00903,0.0585,0.00747,0.00248,16.8,1.28,10.5
87,-9.48E-08,0.00000206,1.08E-08,0.0102,0.0582,0.00653,0.00292,16.9,1.04,10.7
87,-0.000000119,0.00000143,1.08E-08,0.0099,0.0576,0.00686,0.0028,16.8,1.24,10.7
87,-0.000000058,0.00000141,6.92E-10,0.00961,0.0581,0.0071,0.00263,16.8,1.08,10.6
87,-9.48E-08,0.00000143,1.08E-08,0.00965,0.0571,0.00647,0.00279,16.8,1.23,10.6
87,-9.48E-08,0.00000143,1.08E-08,0.00933,0.0574,0.00716,0.0027,16.7,1.19,10.6
87,-9.26E-09,0.00000203,6.92E-10,0.00944,0.0583,0.00732,0.00263,16.9,1.17,10.3
87,-0.000000144,0.00000143,1.08E-08,0.00968,0.0571,0.00682,0.00271,16.8,1.21,10.6
87,-9.48E-08,0.00000206,1.08E-08,0.00979,0.058,0.00715,0.0027,16.8,1.33,10.6
87,1.51E-08,0.00000141,6.92E-10,0.00896,0.0559,0.0068,0.00255,16.8,1.19,10.3
87,-9.48E-08,0.00000268,1.08E-08,0.00942,0.0563,0.00657,0.00272,16.8,1.13,10.3
87,-0.000000119,0.00000206,1.08E-08,0.00975,0.0599,0.00771,0.00279,16.7,1.07,10.7
87,8.83E-08,0.00000203,6.92E-10,0.00932,0.0576,0.00783,0.00263,16.9,1.02,10.4
87,-0.000000144,0.00000206,1.08E-08,0.00906,0.0588,0.00767,0.00264,16.6,1.14,10.8
87,-0.000000144,0.00000206,-1.43E-08,0.0102,0.0579,0.00647,0.00287,16.8,1.26,10.8
87,3.95E-08,0.00000203,6.92E-10,0.00935,0.0579,0.00708,0.00268,16.9,1.05,10.3
87,-7.04E-08,0.00000206,1.08E-08,0.00944,0.0575,0.00689,0.00267,16.8,1.21,10.3
87,-0.000000144,0.00000206,1.08E-08,0.0094,0.0585,0.00751,0.00271,16.7,1.17,10.6
87,-0.000000058,0.00000265,6.92E-10,0.00945,0.057,0.00707,0.00268,16.9,1.17,10.4
87,-9.48E-08,0.00000143,1.08E-08,0.0097,0.0584,0.00703,0.00279,16.8,1.12,10.6
87,-0.000000119,0.00000143,1.08E-08,0.00986,0.0579,0.00744,0.00285,16.8,1.13,10.6
87,-3.36E-08,0.00000203,6.92E-10,0.00958,0.0558,0.0058,0.00269,16.8,1.12,10.4
87,-0.000000144,0.00000143,1.08E-08,0.00945,0.0573,0.00727,0.00275,16.8,1.47,10.7
87,-9.48E-08,0.00000206,1.08E-08,0.00947,0.0572,0.00657,0.00264,16.7,1.28,10.7
87,1.51E-08,0.00000203,6.92E-10,0.00935,0.0569,0.00744,0.00264,16.9,1.21,10.4
87,-0.000000144,0.00000206,1.08E-08,0.00923,0.0564,0.00663,0.00265,16.7,1.41,10.9
87,-9.48E-08,0.00000143,1.08E-08,0.0101,0.0576,0.00703,0.00283,16.9,1.13,10.7
87,-3.36E-08,0.00000141,6.92E-10,0.00964,0.057,0.00707,0.0027,17,0.996,10.5
87,-0.000000144,0.000000814,1.08E-08,0.00954,0.0577,0.00701,0.00274,16.7,1.18,10.8
87,-0.000000119,0.00000143,1.08E-08,0.00944,0.0566,0.00657,0.00267,16.8,1.33,10.8
87,-3.36E-08,0.00000265,6.92E-10,0.00967,0.057,0.00641,0.00273,17,1.01,10.3
87,-0.000000144,0.00000143,1.08E-08,0.0101,0.059,0.00732,0.00288,16.7,1.16,10.7
