REG1,SLEAK,SSLEEP,BBFSLEEP,LNAOUT,IDD1,IDD2,IDD3,LNA_GAIN,LNA_NF,LNA_IIP3
87,-0.000000058,0.0000018,-3.06E-09,0.00957,0.057,0.00677,0.00275,17,0.922,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00913,0.0581,0.00757,0.00256,16.9,1.14,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00968,0.057,0.00717,0.00282,16.9,1.2,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.00923,0.0572,0.00722,0.00258,16.9,1.2,10.3
87,-9.26E-09,0.0000018,-3.06E-09,0.00896,0.0552,0.00682,0.00258,16.9,0.819,10.4
87,-0.000000144,0.00000201,1.03E-08,0.00952,0.0572,0.00697,0.00273,16.9,1.11,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.00903,0.0552,0.00645,0.00252,16.9,1.04,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00906,0.0548,0.0063,0.00252,17,1.07,10.2
87,-0.000000119,0.00000263,1.03E-08,0.00942,0.0562,0.00637,0.00271,16.8,1.18,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00918,0.0558,0.00676,0.00257,17,1.17,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00911,0.0561,0.00689,0.00252,16.9,0.978,10.5
87,-0.000000144,0.00000201,1.03E-08,0.0101,0.059,0.00736,0.00287,16.8,1.28,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00961,0.0563,0.00663,0.00269,17,1.2,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00926,0.0567,0.00717,0.0026,16.9,1.04,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00916,0.0562,0.00669,0.00259,16.8,1.3,10.5
87,-3.36E-08,0.00000242,-3.06E-09,0.00867,0.0548,0.0067,0.00248,16.8,0.974,10.3
87,-3.36E-08,0.0000018,-3.06E-09,0.00938,0.0564,0.00702,0.00257,17,1.14,10.3
87,-0.000000144,0.00000201,1.03E-08,0.00893,0.0568,0.00705,0.00258,16.7,1.01,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00931,0.0569,0.00669,0.00261,17,0.932,10.2
87,-0.000000058,0.0000018,-3.06E-09,0.00912,0.0563,0.00704,0.00256,16.9,1.08,10.4
87,-0.000000192,0.00000263,1.03E-08,0.00927,0.0563,0.00683,0.00263,16.9,1.22,10.5
87,-0.000000058,0.00000118,-3.06E-09,0.00875,0.0559,0.00679,0.00248,16.8,1.47,10.4
87,1.51E-08,0.0000018,-3.06E-09,0.00952,0.0561,0.00642,0.00264,17,0.797,10.4
87,-9.48E-08,0.00000201,1.03E-08,0.00955,0.0586,0.00781,0.00274,16.8,1.2,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00917,0.0553,0.0066,0.00262,17,1.07,10.3
87,1.51E-08,0.00000242,-3.06E-09,0.00901,0.0565,0.00691,0.00254,16.9,1.01,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00957,0.0575,0.00695,0.00276,16.9,0.94,10.7
87,-9.26E-09,0.00000242,-3.06E-09,0.00911,0.0574,0.00743,0.00257,16.9,1.08,10.5
87,3.95E-08,0.0000018,-3.06E-09,0.00883,0.0552,0.00667,0.00249,16.8,1.14,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00939,0.0579,0.00723,0.00267,16.8,1.21,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00932,0.0561,0.00624,0.00266,16.9,1.07,10.4
255,1.51E-08,0.000283,-3.06E-09,0.000156,0.000549,0.000628,-0.000000136,-18.4,22,19.1
87,-0.000000168,0.00000201,1.03E-08,0.00957,0.0569,0.00638,0.00275,16.8,1.07,10.6
255,1.51E-08,0.000118,-3.06E-09,0.000152,0.000942,0.000628,0.00000363,-64.4,         -INF,-0.35
87,-9.26E-09,0.0000018,-3.06E-09,0.00912,0.0569,0.00749,0.00255,16.4,1.51,10.8
87,-9.48E-08,0.00000201,1.03E-08,0.00981,0.0605,0.00766,0.00279,16.8,1.17,11
87,1.51E-08,0.0000018,-3.06E-09,0.00908,0.0561,0.00699,0.00249,16.8,1.06,10.4
87,-0.000000168,0.00000263,1.03E-08,0.0094,0.0607,0.00811,0.00271,16.7,1.02,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.0091,0.058,0.00734,0.00254,16.9,1.16,10.5
255,-3.36E-08,0.00509,-3.06E-09,0.000156,0.0208,0.000628,-0.000000136,-18.6,21.3,15.6
87,-0.000000058,0.0000018,-3.06E-09,0.00945,0.0581,0.00713,0.0027,16.8,1.06,10.4
87,-0.000000192,0.00000201,1.03E-08,0.00936,0.0592,0.00722,0.00267,16.6,1.24,10.9
255,1.51E-08,0.00509,-3.06E-09,0.000163,0.0477,0.00724,0.0000074,-18.5,21.8,15.4
87,1.51E-08,0.00000242,-3.06E-09,0.00901,0.0567,0.00685,0.00255,16.8,1,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00958,0.0567,0.00654,0.00278,16.8,1.3,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00938,0.0575,0.00746,0.00264,16.9,1.04,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00931,0.0579,0.00672,0.00259,16.9,1.11,10.5
87,-0.000000144,0.00000201,1.03E-08,0.00906,0.0572,0.00717,0.0026,16.6,1.32,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00925,0.0583,0.00731,0.00262,16.8,1.08,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00934,0.0569,0.00692,0.00263,16.9,1.25,10.5
87,-0.000000168,0.00000263,1.03E-08,0.00971,0.0589,0.00763,0.00278,16.8,1.34,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00985,0.0577,0.0067,0.00272,17.1,1,9.98
87,-9.26E-09,0.00000118,-3.06E-09,0.00908,0.0575,0.0078,0.00252,16.8,1.12,10.4
87,-0.000000168,0.00000201,1.03E-08,0.00949,0.0566,0.00658,0.00273,16.8,1.1,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.0098,0.0566,0.00666,0.00276,17,1.15,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00902,0.0554,0.0065,0.00257,16.8,1.1,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00968,0.0584,0.00728,0.00274,16.8,1.38,10.6
255,-3.36E-08,0.000107,-3.06E-09,0.000152,0.000889,0.000624,-0.000000136,-48.6,         -INF,7.49
87,1.51E-08,0.0000018,-3.06E-09,0.00875,0.0553,0.00657,0.00249,16.8,1.09,10.4
87,-0.000000217,0.00000201,1.03E-08,0.0096,0.0585,0.00742,0.0027,16.8,1.05,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00952,0.0577,0.00754,0.00267,17,0.738,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00911,0.0562,0.00653,0.00257,16.9,1.17,10.6
87,-9.48E-08,0.00000201,1.03E-08,0.00962,0.0581,0.00699,0.00275,16.8,1.28,10.5
87,-0.000000058,0.0000018,-3.06E-09,0.00946,0.0573,0.00696,0.00269,16.8,1.17,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00975,0.0564,0.00668,0.00276,17,1.08,10.5
87,-0.000000119,0.00000263,1.03E-08,0.00938,0.0582,0.00756,0.0027,16.7,1.01,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.0094,0.0567,0.00723,0.00262,16.9,1.21,10.5
87,-3.36E-08,0.00000118,-3.06E-09,0.00964,0.0581,0.00708,0.00264,16.9,1.29,10.7
87,-0.000000192,0.00000139,1.03E-08,0.00977,0.0569,0.00659,0.00273,16.8,1.28,10.6
87,-3.36E-08,0.00000118,-3.06E-09,0.00949,0.0571,0.00724,0.00272,16.8,0.912,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00912,0.0586,0.00788,0.00262,16.8,1.18,10.6
87,-0.000000168,0.00000201,1.03E-08,0.00912,0.0567,0.00689,0.00262,16.7,1.01,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00957,0.0576,0.00726,0.00266,16.9,1.24,10.5
87,1.51E-08,0.00000118,-3.06E-09,0.00935,0.0569,0.00688,0.00263,16.9,1.34,10.4
87,-0.000000168,0.00000201,1.03E-08,0.0098,0.0587,0.00728,0.0028,16.8,1.11,10.8
87,-9.26E-09,0.00000242,-3.06E-09,0.00883,0.0572,0.00733,0.0025,16.8,1.12,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00899,0.0573,0.00713,0.00254,16.7,0.981,10.7
87,-9.48E-08,0.00000201,1.03E-08,0.00905,0.0561,0.00619,0.00262,16.7,1.37,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.00907,0.058,0.00765,0.0025,16.9,0.908,10.2
87,-3.36E-08,0.0000018,-3.06E-09,0.00949,0.0579,0.00736,0.00264,16.9,1.03,10.5
87,-7.04E-08,0.00000263,1.03E-08,0.0000243,0.0358,0.00156,0.0000781,-30.7,         -INF,8.9
87,-0.000000058,0.00000242,-3.06E-09,0.00929,0.0569,0.00713,0.00265,16.9,0.927,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00899,0.0562,0.00638,0.00257,16.8,1.25,10.7
84,-0.000000119,0.0000479,1.03E-08,-0.0000322,0.000108,0.000651,-0.00000101,-18.4,22.5,19.3
87,-8.24E-08,0.0000018,-3.06E-09,0.00967,0.0579,0.00732,0.00272,16.9,1.11,10.6
87,-3.36E-08,0.00000242,-3.06E-09,0.0092,0.0568,0.00678,0.00258,16.8,1,10.5
87,-0.000000119,0.00000201,1.03E-08,0.00917,0.0566,0.00727,0.00266,16.7,1.32,10.9
87,-0.000000058,0.0000018,-3.06E-09,0.00961,0.0574,0.00695,0.00272,16.8,1.05,10.6
87,1.51E-08,0.0000018,-3.06E-09,0.00898,0.0571,0.00706,0.00253,16.7,1.14,10.7
87,-9.48E-08,0.00000201,1.03E-08,0.00991,0.0578,0.00696,0.00279,16.8,1.51,11
87,1.51E-08,0.0000018,-3.06E-09,0.0092,0.0578,0.00746,0.00261,16.7,1.18,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00929,0.0582,0.00749,0.00258,16.8,1.06,10.8
255,-9.48E-08,0.000621,1.03E-08,-0.000036,0.00085,0.000659,-0.00000101,-18.6,22.8,15.8
87,-3.36E-08,0.00000118,-3.06E-09,0.00966,0.0586,0.0075,0.00271,16.8,1.37,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00961,0.0567,0.00679,0.00266,16.9,1.08,10.6
87,-7.04E-08,0.00000139,1.03E-08,0.00953,0.0579,0.00734,0.00273,16.7,1.08,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00903,0.0563,0.0065,0.00255,16.8,1.12,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.00961,0.0502,0.0076,0.00272,16.9,1.99,10.7
87,-0.000000144,0.00000201,1.03E-08,0.00939,0.058,0.00723,0.00272,16.7,1.17,10.8
255,-3.36E-08,0.000107,-3.06E-09,0.000152,0.000893,0.000628,-0.000000136,-45.7,         -INF,-1.99
87,-0.000000058,0.0000018,-3.06E-09,0.00912,0.0579,0.00731,0.00258,16.9,1.14,10.3
87,-7.04E-08,0.00000201,1.03E-08,0.00927,0.058,0.00719,0.00265,16.7,1.23,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00892,0.0576,0.00725,0.00247,16.7,0.903,10.6
0,-9.26E-09,0.000292,-3.06E-09,0.000152,0.000557,0.000628,-0.000000136,-18.3,21.2,12.9
87,-0.000000144,0.00000263,1.03E-08,0.00904,0.0574,0.00726,0.00261,16.6,1.31,10.5
87,-8.24E-08,0.0000018,-3.06E-09,0.00946,0.0593,0.00754,0.00269,16.8,0.859,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00955,0.0565,0.0069,0.00269,17,1.1,10.5
87,-0.000000192,0.00000201,1.03E-08,0.0102,0.0589,0.00684,0.00288,16.9,1.04,10.7
255,-3.36E-08,0.000117,-3.06E-09,0.000152,0.000907,0.000628,-0.000000136,-19.1,22.8,14.6
84,-3.36E-08,0.0000707,-3.06E-09,0.000152,0.000308,0.000628,-0.000000136,-18.3,22.3,18.8
87,-0.000000119,0.00000201,1.03E-08,0.00924,0.0573,0.00712,0.00265,16.8,1.05,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00911,0.0592,0.00731,0.00259,16.9,1.06,10.4
87,-0.000000058,0.00000118,-3.06E-09,0.00925,0.0588,0.00761,0.00262,16.8,0.951,10.4
87,-0.000000119,0.00000263,1.03E-08,0.00893,0.0554,0.0069,0.00256,16.7,1.25,10.6
87,-9.26E-09,0.00000242,-3.06E-09,0.0096,0.059,0.00691,0.00268,16.9,0.982,10.5
255,-3.36E-08,0.00000242,-3.06E-09,0.00405,0.0331,0.000809,0.00237,-64.2,         -INF,-9.14
87,-0.000000144,0.00000201,1.03E-08,0.00924,0.0584,0.00735,0.00267,16.7,1.3,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00956,0.059,0.00744,0.00272,16.9,1.15,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00934,0.0585,0.00731,0.00264,16.9,1.08,10.6
87,-0.000000192,0.00000201,1.03E-08,0.0097,0.0605,0.00775,0.00283,16.7,1.14,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00978,0.0586,0.00689,0.00277,16.9,1.33,10.5
87,-0.000000058,0.0000018,-3.06E-09,0.00958,0.0593,0.00747,0.00266,16.9,1.03,10.7
87,-0.000000168,0.00000201,1.03E-08,0.00965,0.0607,0.00761,0.00277,16.7,1.34,10.9
87,-0.000000058,0.00000242,-3.06E-09,0.0097,0.0602,0.00767,0.00271,17,0.991,10.3
255,-0.000000058,0.00000242,-3.06E-09,0.00354,0.0324,0.000809,0.0024,-59.2,         -INF,-6.97
87,-0.000000119,0.00000263,1.03E-08,0.00961,0.0604,0.00754,0.00273,16.7,1.23,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00914,0.0837,0.0074,0.0025,16.8,1.3,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.00929,0.0585,0.00717,0.00255,16.8,1.13,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00995,0.0595,0.00685,0.00285,16.8,1.35,10.7
87,-0.000000058,0.0000018,-3.06E-09,0.00931,0.0584,0.00733,0.00268,16.9,1.22,10.5
87,-9.26E-09,0.00000242,-3.06E-09,0.0092,0.0587,0.00735,0.00258,16.8,1.01,10.4
255,-0.000000144,0.00134,1.03E-08,-0.0000322,0.00278,0.00178,0.00000276,-18.5,22.7,12.2
87,1.51E-08,0.0000018,-3.06E-09,0.00902,0.0576,0.00686,0.00253,16.8,0.993,10.4
87,-0.000000058,0.0000018,-3.06E-09,0.00923,0.0587,0.00722,0.00262,16.8,1.3,10.6
87,-0.000000192,0.00000263,1.03E-08,0.00997,0.0587,0.00697,0.00287,16.7,1.16,10.7
87,3.95E-08,0.0000018,-3.06E-09,0.00926,0.0578,0.00745,0.0026,16.8,1.06,10.3
87,1.51E-08,0.00000118,-3.06E-09,0.00903,0.0587,0.00729,0.0026,16.8,1.17,10.2
87,-0.000000168,0.00000201,1.03E-08,0.00904,0.0567,0.00707,0.00261,16.7,1.01,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00979,0.0595,0.00761,0.00269,16.9,1.05,10.2
87,-0.000000058,0.0000018,-3.06E-09,0.00886,0.0566,0.00698,0.00253,16.8,1.08,10.2
87,-0.000000144,0.00000201,1.03E-08,0.00996,0.0598,0.0075,0.00286,16.8,1.16,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00917,0.0566,0.00714,0.00253,16.8,1.18,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.00909,0.0586,0.00748,0.00257,16.8,1.09,10.4
87,-7.04E-08,0.00000201,1.03E-08,0.0097,0.0586,0.00711,0.00277,16.8,1.2,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00938,0.0588,0.00754,0.00267,16.9,1.05,10.6
87,-9.26E-09,0.00000118,-3.06E-09,0.00938,0.0568,0.00647,0.00266,16.9,1.18,10.4
87,-0.000000168,0.00000201,1.03E-08,0.00948,0.0599,0.0073,0.00273,16.7,1.14,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00938,0.0579,0.00755,0.00265,16.9,1.02,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.0092,0.0582,0.00693,0.00264,16.8,1.2,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00948,0.0577,0.00751,0.00269,16.7,1.02,10.8
87,3.95E-08,0.0000018,-3.06E-09,0.00926,0.0584,0.00765,0.0026,16.8,1.12,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00915,0.0575,0.00765,0.00259,16.8,1.34,10.5
87,-0.000000217,0.00000263,1.03E-08,0.00851,0.0569,0.00688,0.00247,16.6,1.12,10.2
87,-9.26E-09,0.0000018,-3.06E-09,0.00961,0.0573,0.00699,0.0027,16.9,1.1,10.5
87,-0.000000058,0.0000018,-3.06E-09,0.00939,0.0578,0.0069,0.00264,16.8,1.27,10.6
87,-7.04E-08,0.000131,1.03E-08,-0.000036,0.000225,0.000651,0.00000276,-18.5,22.5,9.85
87,-0.000000058,0.0000018,-3.06E-09,0.00909,0.0568,0.00661,0.0026,16.8,0.999,10.5
87,-0.000000058,0.00000118,-3.06E-09,0.00921,0.0575,0.0073,0.00261,16.9,1.13,10.3
87,-0.000000144,0.00000201,1.03E-08,0.00946,0.0591,0.00763,0.0027,16.8,1.12,10.5
87,3.95E-08,0.0000018,-3.06E-09,0.00897,0.0565,0.00667,0.00255,16.8,1.28,10.3
87,-3.36E-08,0.0000018,-3.06E-09,0.00902,0.0579,0.00747,0.00253,16.8,1.27,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00947,0.0577,0.0073,0.00273,16.8,1.3,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00928,0.0579,0.00732,0.00258,16.8,1.12,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00888,0.0573,0.00725,0.00249,16.8,1.33,10.6
87,-0.000000168,0.00000139,1.03E-08,0.00908,0.0571,0.00688,0.00265,16.7,1.14,10.6
87,1.51E-08,0.0000018,-3.06E-09,0.00922,0.0574,0.007,0.00261,16.9,1.04,10.6
87,1.51E-08,0.00000118,-3.06E-09,0.00943,0.0575,0.00697,0.00267,17,0.996,10.5
87,-0.000000119,0.00000201,1.03E-08,0.00939,0.0582,0.00731,0.00269,16.8,1.35,10.7
87,-9.26E-09,0.00000242,-3.06E-09,0.00899,0.0568,0.00634,0.00254,16.9,1.12,10.3
87,-3.36E-08,0.0000018,-3.06E-09,0.00928,0.0572,0.00727,0.00262,16.9,1.1,10.5
87,-0.000000119,0.00000263,1.03E-08,0.00952,0.0583,0.00735,0.00269,16.7,1.36,10.6
255,-3.36E-08,0.00000242,-3.06E-09,0.00448,0.0323,0.000798,0.00272,-53.8,         -INF,-4.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00878,0.0563,0.00712,0.00244,16.8,1.01,10.4
87,-0.000000119,0.00000263,1.03E-08,0.00907,0.0575,0.00724,0.00255,16.7,1.14,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00903,0.0568,0.00708,0.00257,16.9,1.13,10.4
87,-3.36E-08,0.0000018,-3.06E-09,0.00907,0.056,0.00686,0.00253,16.9,1.08,10.5
87,-9.48E-08,0.00000201,1.03E-08,0.00942,0.0577,0.00701,0.00268,16.7,1.18,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00917,0.0559,0.00691,0.00254,16.9,0.957,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.00853,0.0552,0.00666,0.00242,16.7,1.02,10.2
87,-0.000000168,0.00000201,1.03E-08,0.00974,0.0573,0.00692,0.00276,16.8,0.978,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00922,0.0568,0.00731,0.00258,16.8,1.33,10.7
87,1.51E-08,0.00000242,-3.06E-09,0.00957,0.0585,0.00773,0.00267,16.8,1.31,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00955,0.0581,0.00698,0.00272,16.8,1.2,10.8
87,-9.26E-09,0.0000018,-3.06E-09,0.00882,0.0564,0.00721,0.0025,16.8,1.24,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00914,0.0565,0.00711,0.00262,16.8,1.3,10.3
87,-0.000000168,0.00000201,1.03E-08,0.00943,0.0565,0.00637,0.00269,16.8,1.13,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00961,0.0577,0.00746,0.00266,17,1.08,10.3
87,-9.26E-09,0.00000242,-3.06E-09,0.00928,0.055,0.00608,0.00264,17,1.12,10.3
87,-0.000000144,0.00000263,1.03E-08,0.00976,0.0576,0.0068,0.00284,16.8,1.16,10.7
87,-0.000000058,0.0000018,-3.06E-09,0.00966,0.0573,0.00728,0.00264,16.9,1.21,10.3
87,-3.36E-08,0.0000018,-3.06E-09,0.00911,0.0556,0.00675,0.00252,16.9,1.14,10.4
87,-0.000000144,0.00000139,1.03E-08,0.0097,0.059,0.00782,0.00273,16.7,1.19,10.8
87,-0.000000058,0.0000018,-3.06E-09,0.00919,0.056,0.00667,0.0026,16.9,1.17,10.4
87,-3.36E-08,0.0000018,-3.06E-09,0.00939,0.0568,0.00694,0.00264,16.9,1.02,10.5
87,-0.000000144,0.00000201,1.03E-08,0.00935,0.058,0.00695,0.00268,16.7,1.23,10.2
87,1.51E-08,0.0000018,-3.06E-09,0.00901,0.0567,0.00713,0.00255,16.8,1.18,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00899,0.0577,0.00712,0.00252,16.7,1.19,10.6
87,-0.000000144,0.00000263,1.03E-08,0.00914,0.0563,0.00665,0.00261,16.7,1.17,10.7
87,-0.000000058,0.00000118,-3.06E-09,0.00946,0.0586,0.00722,0.00266,16.8,1.16,10.7
255,-9.26E-09,0.000107,-3.06E-09,0.000152,0.000912,0.000628,0.00000363,-18.6,22.4,12.1
87,-0.000000144,0.00000201,1.03E-08,0.00967,0.0564,0.0064,0.00274,16.8,1.41,10.7
87,3.95E-08,0.0000018,-3.06E-09,0.00909,0.0487,0.00662,0.0026,16.8,1.04,10.6
87,-3.36E-08,0.00000242,-3.06E-09,0.0092,0.055,0.00594,0.00258,17,1.05,10.3
87,-0.000000192,0.00000201,1.03E-08,0.0091,0.0567,0.00736,0.0026,16.7,1.23,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00941,0.0576,0.00731,0.00268,16.9,1.11,10.5
87,1.51E-08,0.0000018,-3.06E-09,0.00937,0.0568,0.00687,0.00261,16.9,1.11,10.6
87,-9.48E-08,0.00000263,1.03E-08,0.00933,0.0573,0.00739,0.00271,16.7,1,10.7
87,1.51E-08,0.0000018,-3.06E-09,0.0092,0.0563,0.00683,0.00262,16.7,1.22,10.7
87,3.95E-08,0.0000018,-3.06E-09,0.00964,0.0566,0.00666,0.00263,16.9,1.24,10.6
87,-0.000000046,0.00000263,1.03E-08,0.0097,0.0572,0.00674,0.00275,16.8,1.24,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.0089,0.0564,0.00711,0.00255,16.8,0.937,10.5
87,-8.24E-08,0.0000018,-3.06E-09,0.00944,0.0573,0.00718,0.00266,16.8,1.16,10.6
87,-0.000000168,0.00000201,1.03E-08,0.00915,0.0571,0.00711,0.00258,16.6,1.16,10.6
87,1.51E-08,0.00000118,-3.06E-09,0.00932,0.0569,0.00692,0.0026,16.7,1.08,10.6
87,-8.24E-08,0.0000018,-3.06E-09,0.0094,0.0579,0.00764,0.00262,16.8,1.1,10.7
87,-0.000000144,0.00000201,-1.47E-08,0.0095,0.0574,0.00681,0.00272,16.7,1.21,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00963,0.0579,0.00726,0.00274,16.7,1.14,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00888,0.056,0.00644,0.00252,16.8,1.33,10.6
87,-0.000000144,0.00000201,1.03E-08,0.0093,0.058,0.00759,0.0027,16.7,1.1,10.8
87,-3.36E-08,0.0000018,-3.06E-09,0.00949,0.0564,0.0065,0.00269,16.9,0.95,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00899,0.0565,0.0069,0.00252,16.8,1.01,10.4
87,-9.48E-08,0.00000201,1.03E-08,0.00961,0.0592,0.00801,0.00276,16.7,1.06,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.0094,0.0562,0.00699,0.00265,16.9,1.09,10.6
255,-0.000000058,0.0000018,-3.06E-09,0.000152,0.000166,0.000647,-0.000000136,-50.6,         -INF,1.75
87,-0.000000119,0.00000201,-1.47E-08,0.00899,0.0569,0.00731,0.00262,16.7,1.14,10.4
87,-3.36E-08,0.0000018,-3.06E-09,0.00923,0.0566,0.00699,0.00261,16.9,0.98,10.3
87,-0.000000058,0.0000018,-3.06E-09,0.00946,0.0566,0.007,0.00266,16.9,0.998,10.4
87,-0.000000144,0.00000201,1.03E-08,0.00956,0.0567,0.00661,0.00276,16.7,1.22,10.7
87,3.95E-08,0.0000018,-3.06E-09,0.00937,0.0563,0.00669,0.00262,17,1.14,10.5
87,-9.26E-09,0.0000018,-3.06E-09,0.00896,0.055,0.0062,0.00254,16.8,1.23,10.4
87,-0.000000144,0.00000201,1.03E-08,0.00918,0.0569,0.00741,0.00264,16.7,1.13,10.5
87,3.95E-08,0.0000018,-3.06E-09,0.00889,0.0554,0.00684,0.00252,16.9,1.03,10.5
87,-3.36E-08,0.0000018,-3.06E-09,0.00925,0.0558,0.00658,0.00264,16.8,1.04,10.5
87,-0.000000119,0.00000263,1.03E-08,0.0094,0.0575,0.0077,0.00267,16.7,1.27,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00957,0.0565,0.00678,0.00264,17,1.02,10.2
87,-9.26E-09,0.00000118,-3.06E-09,0.00903,0.0568,0.00678,0.00255,16.9,1.03,10.3
87,-9.48E-08,0.00000263,1.03E-08,0.00919,0.0564,0.00662,0.00267,16.7,1.15,10.6
87,-9.26E-09,0.0000018,-3.06E-09,0.00939,0.0574,0.00769,0.00267,16.9,0.962,10.4
87,-9.26E-09,0.0000018,-3.06E-09,0.0092,0.059,0.00744,0.0026,16.7,1.24,10.6
87,-0.000000144,0.00000201,1.03E-08,0.00964,0.0586,0.00735,0.00276,16.8,0.978,10.7
87,-9.26E-09,0.0000018,-3.06E-09,0.00895,0.0584,0.00723,0.00252,16.7,1.31,10.6
87,-0.000000058,0.00000118,-3.06E-09,0.00981,0.0585,0.00766,0.00277,16.9,1.2,10.6
87,-0.000000119,0.00000201,1.03E-08,0.00934,0.0571,0.00708,0.00263,16.8,1.33,10.6
87,-0.000000058,0.0000018,-3.06E-09,0.00903,0.0562,0.00679,0.00258,16.9,1.07,10.3
87,-9.26E-09,0.0000018,-3.06E-09,0.00918,0.0586,0.00675,0.00255,16.8,1.2,10.5
87,-0.000000168,0.00000201,1.03E-08,0.00919,0.0567,0.00726,0.00266,16.7,1.28,10.7
87,-3.36E-08,0.0000018,-3.06E-09,0.00999,0.0606,0.00788,0.00276,16.9,1.18,10.5
87,-8.24E-08,0.00000118,-3.06E-09,0.00926,0.0564,0.00723,0.00261,16.8,1.2,10.4
87,-0.000000168,0.00000201,1.03E-08,0.00902,0.0593,0.00714,0.00259,16.6,1.42,10.6
87,-3.36E-08,0.0000018,-3.06E-09,0.00925,0.056,0.00694,0.0026,16.8,1.2,10.6
87,-0.000000058,0.00000242,-3.06E-09,0.0095,0.06,0.00771,0.00265,16.8,0.994,10.6
87,-0.000000058,0.00000242,-3.06E-09,0.00925,0.0579,0.00745,0.00261,16.9,1.13,10.4
87,-0.000000119,0.00000201,1.03E-08,0.00887,0.0571,0.00732,0.00257,16.7,1.13,10.5
